book,chapter,verse,bororo_text,has_unusual_char
"Hebreos

Hebreudoge Ewogaiwu Bapera Atugo",12,6,"Paga karega, Pagimejera okituware tumearudu kurire jiwugei, ure tore eiamedu boe eedorodo” (Prov 3,1112",False
"Hebreos

Hebreudoge Ewogaiwu Bapera Atugo",12,7,"Pao oebatodure tai tuwo taedorodo, dukodire Pao jeture tai, boe eetu magai torei du reore. Aro! Kakoduwu boe etonaregeduba uo okituwakare ji?",False
"Hebreos

Hebreudoge Ewogaiwu Bapera Atugo",12,8,"Mare Pao okituwamodukare tai ma, ore remawuge karega umode tagi, ia boe etore pagawuge rumode tagi",False
"Hebreos

Hebreudoge Ewogaiwu Bapera Atugo",12,9,"Ia pugeje, awu moto kejewu paomagere duwugere enogituware pai, pameartorure ewadaru ji. Kode, pameartorumodukare pagaroe etuo bataru ji uwo jereboe maku pagai?",False
"Hebreos

Hebreudoge Ewogaiwu Bapera Atugo",12,10,"Jewuge enogituware pai taidu reore, awurema okituware pai tuwo pabemegado du bogai, tuwo to boe pemegareboe maku pagai",False
"Hebreos

Hebreudoge Ewogaiwu Bapera Atugo",12,11,"Boe jokodu, boe enogituwadodu ure nono korireboere, boe eegareae karega, mare jetorododure oinowuge eonagodure boe jetororewuji, boe butugureuji",False
"Hebreos

Hebreudoge Ewogaiwu Bapera Atugo",12,12,"Dukodire tagera metugodureu awogado, tabogodawu rore du du du jewu rakojedo (Is 35,3",False
"Hebreos

Hebreudoge Ewogaiwu Bapera Atugo",12,13,"Awara mekireu jetorodo tameruwo ji, dutabowo pogora pegarewuge ekawo tubogora pega jokodudo, mare epemegagoduwo. Boe eroiaguduwu boe ero pemegarewu",False
"Hebreos

Hebreudoge Ewogaiwu Bapera Atugo",12,14,"Taemarudo tawo tawudugugo boe eiamedu boei, tawo tabemegado. Awu inodu pijimode ma, iaboe iaboe eerudumodukare Pao ji",False
"Hebreos

Hebreudoge Ewogaiwu Bapera Atugo",12,15,"Tamearudu awadudo tai, takawo Pao o boe pemegarewu ko tagori. Ia ukwa korireu jirireu botu kawo tadoda, ukawo makarewuge emorora amagadudo, ukawo makarewuge epegado tadoda",False
"Hebreos

Hebreudoge Ewogaiwu Bapera Atugo",12,16,Iaboe iaboe emedukawo tadoda Esaú ro magai tuge boi koia du reore: ure tuionare jiboe maku togwagemode jiboe jipagi,False
"Hebreos

Hebreudoge Ewogaiwu Bapera Atugo",12,17,"Taeruduware taidui tuowo tugera bu tao keje duji, onaregedu boetojiwunure ema kodi, mare pijidodure, roiwakare tuwo tuodo tuwadaru kirimi, okwamagudure ji toragudu tabo kodi karega",False
"Hebreos

Hebreudoge Ewogaiwu Bapera Atugo",12,18,"Boe jokodu takare taburedo ia torekariji, joru uru rakarewuji, boetuguji, boecoji, bakuru pegarewu bubutu taboduji",False
"Hebreos

Hebreudoge Ewogaiwu Bapera Atugo",12,19,"Ika akoji, cewu ure boe epagududowu boe emago rakarewuji, du boe emearudui jitu kejere enogwamagudure ji mako kawo pudui pugeje du bogai",False
"Hebreos

Hebreudoge Ewogaiwu Bapera Atugo",12,20,"Awu makoreboe ui epagududodu kuricigododu emareo: “Umode tugera bu awu torikari kejeboe eiamedu boe, barogomode ema jamedu ma, bitodumode tori tabo” (Ex 19,2",False
"Hebreos

Hebreudoge Ewogaiwu Bapera Atugo",12,21,"Awu inodu boe epagudae pegarewunure ema, dukodire Moisés akore: “Irore du du du je ipagudu koia“ (Deut 9,19",False
"Hebreos

Hebreudoge Ewogaiwu Bapera Atugo",12,22,"Du karega. Tare taburedo Sião toriji, Pao jerewu o bakurireuji, baru tadawu Jerusalemji, makaguragarewu tupadogei",False
"Hebreos

Hebreudoge Ewogaiwu Bapera Atugo",12,23,"Ia padure baru tadawu bapera keje boetojiwu boei tudo pui tuiegare tabowuji, ure tugogado boe eimadu boeiwu Pao ji, ure tubemegadowu ro pemegarewuge aroedogei",False
"Hebreos

Hebreudoge Ewogaiwu Bapera Atugo",12,24,"Tare taburedo Jesus ji, ure aliança maiwu towuje, ure tugu reko paiogi, du pemega kodure Abel ku pemega kori",False
"Hebreos

Hebreudoge Ewogaiwu Bapera Atugo",12,25,"Dukodi icare, tamearudu awadudo tai, takawo nowu makoreboe akaru perodudo, paga karega, cewu ure tuiaedo bataru piji makoi ei awu moto keje dutabowuge, ekare cinorudo mori pegarewu piji ma, kode pagi, pamode pijido akoi pai baru piji dukeje, pamodukare paginorudo rugadu jamedu",False
"Hebreos

Hebreudoge Ewogaiwu Bapera Atugo",12,26,"Marigudu ure moto amagadudo tuwadaru tabo. Awuji pugeje makore pai awu tuwadaru remawu tabo: “Ia pugeje, imode moto amagadudo, imode baru amagadudo jamedu”",False
"Hebreos

Hebreudoge Ewogaiwu Bapera Atugo",12,27,"Tagoi oino: “Ia pugeje” dutabore, unure boedo boe pa awu todureboe jamedu boe akedumoduie duji, ukare tudududoboe rakojemode tu rugadu",False
"Hebreos

Hebreudoge Ewogaiwu Bapera Atugo",12,28,"Dukodi icare pamugure ia boe eeda akedumodukarewu keje dukoiare, pagedu rakawo awu boe pemegarewuji, pamaragoduwo tabo Pao ai, pai aidudo dutabo, pabagudu tabo, pabemega tabo",False
"Hebreos

Hebreudoge Ewogaiwu Bapera Atugo",12,29,"Paga karega, Pao baru tadawu ure nono joru joi boe todu rema. (Deut 4, 24",False
"Hebreos

Hebreudoge Ewogaiwu Bapera Atugo",13,1,Tamearudu kurido pui jii je,False
"Hebreos

Hebreudoge Ewogaiwu Bapera Atugo",13,2,"Tawiagodu kaba tawo tageragu tawai keje aregodure tagaiwugei dupiji, paga karega, iage ere tugeragu tupadogei, tuioruduwakai tupadogeie ure emage duji",False
"Hebreos

Hebreudoge Ewogaiwu Bapera Atugo",13,3,"Tawiabutudo mugure baicorewu tadawuge ewugeje, tado nono tamugui baicorewu tada ebo du reore. Tawiabutudo mugure tujebae tadawuge ewugeje, tado nono tameduie ure ekodu ewiri tadadu reore",False
"Hebreos

Hebreudoge Ewogaiwu Bapera Atugo",13,4,"Taiamedu tabo, taerudu pemegado tagera makudui puai duji, takawo inodu pegado, paga karega, Pao umode tugogado ro pegarewugei, kodure tugogekare emawu, tuwirekare emawudo apuwugei",False
"Hebreos

Hebreudoge Ewogaiwu Bapera Atugo",13,5,"Taedorikaba pui, taegaredo jeture tagabo boeji, mare paga karega, Pao akore: “Imodukare ikera ra apiji, iwiapaga bokwamodukare ai” (Deut 31,6",False
"Hebreos

Hebreudoge Ewogaiwu Bapera Atugo",13,6,"Dukodire paroiware pamagowo pameartoru tabo: “Pagimejera unure tugera braredo ii, ipagudure ceboe bokwa, inoba imedu romode ii?” (Sl 117,5",False
"Hebreos

Hebreudoge Ewogaiwu Bapera Atugo",13,7,"Tawiabutudo makore Pao bataru ji taiwuge ewugeje. Tameardae tugu inoba ewire, tameartorudo emeartoru reore",False
"Hebreos

Hebreudoge Ewogaiwu Bapera Atugo",13,8,"Jesus Cristo unure pudumi jii je, jawuji, awuji, boe jameduji jii je",False
"Hebreos

Hebreudoge Ewogaiwu Bapera Atugo",13,9,"Tagaba boedo taeku to pui ia tuwadaru tuginoiwu keje. Ure turugadu tawo tagaroe ro rakado Pao o boe pemegarewu tabo, mare tamagoi boe emode ko boejitu pemegamodukare iaboeji iaboeji",False
"Hebreos

Hebreudoge Ewogaiwu Bapera Atugo",13,10,Ceno altar re (Ceno boere mori maku Pao ai kejewu irare). Maragodure Pao o aroia bai tadawuge enogwagemodukare nowu ira kejeboeji,False
"Hebreos

Hebreudoge Ewogaiwu Bapera Atugo",13,11,"Paga karega, judeudoge eno baire eimejera kurireu ure bitodureboe barege eku reko tuwo maku Pao uwaito boe ero pegarewu morice dukeje, awu barege ekodu kowudure bakujei",False
"Hebreos

Hebreudoge Ewogaiwu Bapera Atugo",13,12,"Dukodire Jesus jamedu, taidui tuwo tuwobe epemegado tugu remawu tabo dukeje, jiwore bakujei",False
"Hebreos

Hebreudoge Ewogaiwu Bapera Atugo",13,13,"Kode, paduwo togi bakujebiji, pai ucebae reko pagabo dutabo",False
"Hebreos

Hebreudoge Ewogaiwu Bapera Atugo",13,14,"Paga karega, pago bakurireu rakojei jii je bokware woe, mare pamerunure paemaru tabo ia aregodumodewu bakurireu bogai",False
"Hebreos

Hebreudoge Ewogaiwu Bapera Atugo",13,15,"Dukodi icare, pawo pagomea pemegarewu maku Pao ai Jesus koia, awu inodure boe eiabijiwu boe emago pemagai ie jitu rema",False
"Hebreos

Hebreudoge Ewogaiwu Bapera Atugo",13,16,"Tagaba taro pemegai puidu pijido, tagaba tamearudu kurii puidu pijido. Awu tagomea oinodu ure Pao aidudo",False
"Hebreos

Hebreudoge Ewogaiwu Bapera Atugo",13,17,"Tameartorudo jeture taiwuge ewadaru ji: eetunure tagaroeji, Pao umode tugogado ei, du kode eromode oino tuiegare tabo, mare toragudu tabo karega, du umodukare turugadu tai. Bapera ao",False
"Hebreos

Hebreudoge Ewogaiwu Bapera Atugo",13,18,"Tamagodo Pao ji cenai, ceeruduware cemeardae jetoroie duji, cenure cedurudo cero pemegawo cero jamedu boeji tu je",False
"Hebreos

Hebreudoge Ewogaiwu Bapera Atugo",13,19,"Tamagodo Pao ji jii je inai, iwo ikirimi tawogai kuri je",False
"Hebreos

Hebreudoge Ewogaiwu Bapera Atugo",13,20,"Pao butugureu, koiare ure jeture paiwu Pagimejera Jesus Cristo jewodudo bierewuge epiji aliança maiwu jiwu ku koia",False
"Hebreos

Hebreudoge Ewogaiwu Bapera Atugo",13,21,"Uwo tagiari kado taro pemegarewuji, tarowo nono taidu reore, turoi tadoda taidure jiboeji, Jesus Cristo koia. Boewo akaru kurido jii je. Oino godu",False
"Hebreos

Hebreudoge Ewogaiwu Bapera Atugo",13,22,"Inogwamagudunure tai, iwiemage, tawo tageragu awu imagore taiboe inogituwa tabo duji, paga karega, ire bapera atugododu biegado tagai kodi",False
"Hebreos

Hebreudoge Ewogaiwu Bapera Atugo",13,23,"Taeruduware pawie Timóteo ui tudawuje baicorewu piji duji. Umode tugirimi marigudu ma, ikodumode apo ioruduwo tai",False
"Hebreos

Hebreudoge Ewogaiwu Bapera Atugo",13,24,"Tagimadudo jeture taiwuge eiamedu apo, pemegarewuge eiamedu boe ebo. Awu Itália kejewu pawiemage eimadunure tawogai",False
"Hebreos

Hebreudoge Ewogaiwu Bapera Atugo",13,25,Pao o boe pemegarewu muguwo taiamedu apo. Oino godu. T,False
Tiago,1,1,"Imi, Tiago, Pao utugare, Pagimejera Jesus Cristo utugare, ikimadunure judeudoge etuwobe ei pagera pudogidure pobe taci iwurekotodu taoi moto tuginoiwu kaowuge ewogai. Boewo tudurudo tujebaeji",False
Tiago,1,2,"Iwiemage, boe emode turokogado tai dukeje, taegare kuricigodo",False
Tiago,1,3,Taeruduware boei turokogado tameartorae jitu nowu inodure tamorora butugudo tai,False
Tiago,1,4,"Mare umode turugadu tawudugugodae maragoduwo tadoda ma, tabemega kororogoduwo, taro tago pegarewu bokwa tabo",False
Tiago,1,5,"Ia tagi tagaidumode taeruduwawo ma, tagogwamagududo Pao ji, umode maku rugadu, ure boe makudu kuricigodo tubemega tabo tugorigodu bokwa tabo boe eiamedu boe etai kodi",False
Tiago,1,6,"Mare tagogwamaguduwo tameartoru tabo, taro kaba doi doi boeji; imedu rore doi doi boejiwu unure tudo nono pobo maerewu pobuto reore, bakurure awogado, ure reko jice woje, jice woje",False
Tiago,1,7,Nowu imedu oinowu meardae kaba Pao umode iaboe boe maku pudaidu bogai,False
Tiago,1,8,"Nowu imedu joruduwakare inoba turomode duji, rore doi doi tumaragodumode jiboeji",False
Tiago,1,9,"Ure tubiegadowu pawiemage, enojaromode Pao umode ekurido duji",False
Tiago,1,10,"Du kare, oroe kurireugere emage enojaromode Paoi ewiegado duji, paga karega, oroe kurireuge etagedumode boku kaowu okureboe reore",False
Tiago,1,11,"Meri ruture tuie uru tabo, boebutu kidure, okureboe oku buture, cewu motu akedure. Oinore oroe kurireuge etagedumode tumaragodae keje",False
Tiago,1,12,"Jiwo aidugirireu imedure durure boe pegarewuji. Paga karega, jiwae akedumode dukeje, mori pemegarewu bi bokwarewu Pao umode maku mearudu kurire puduiwuge etaidu, makudumode ai jamedu",False
Tiago,1,13,"Iaboe iaboe, boei turokogado pudui dukeje, ego kaba: - Paonure turokogado ii, inodu kaba. Paga karega, boe pegarewu puredukare Pao ji, Pao ukare turokogado iaboei iaboei",False
Tiago,1,14,"Pagaobijire pameardae pegarewure tumugudo pawugeje pudae, ure pagaidudo",False
Tiago,1,15,"Boe emeardae pegarewu aregodumode dukeje, ure boe ero pegado, boe ero pegarewu koiare ure boe ewogwado",False
Tiago,1,16,"Dukodi icare, imearudu kurire jiwu iwiemage, tagaba tae kuri pagado. Pao ro pemegarewu",False
Tiago,1,17,"Boe pemegarewu jamedu boe makudui boe etaidu aregodure cobojeboe piji. Pao urugureu piji, du umodukare tudududo, ukare tudo tuginoi rugadu",False
Tiago,1,18,"Taidu tabore ure padowuje tuwadaru jokodureu tabo, pawo nono ture to boetojiwugere",False
Tiago,1,19,"Taeruduwado awu inodu boe jokodu remawuie ure duji. Taiamedu boe ewo tudo turugadu tumearuduwo, mare ewudugugodumode pudui tumagowo, tugorigoduwo",False
Tiago,1,20,"Paga karega, imedu korigodae kodukare Pao o boe jetororewu rekodaji",False
Tiago,1,21,"Dukodi icare boe ero pegarewu jamedu boe, boe emeardae pegarewu jamedu boe barigu tabiji, tageragu tawudugu tabo bataru pemegarewu tugudodure tawabo to duji, du roiware tuwo tagaroedo cinorudo",False
Tiago,1,22,"Tarodo nono bataru pemegarewu aidu reore, mare tamearudui tu ji dutabo karega, umodukare ino ma, tamode taekuri pagado tagaobiji",False
Tiago,1,23,"Mearudure bataru jiboe rokai nono bataru reoredu, ure nono cewu imedu aiwore tuieji meriri kuru to du reore",False
Tiago,1,24,"Aiwore pudui mare, uture nowu piji dukeje, biagodure tureo piji",False
Tiago,1,25,"Mare ure tumeardae tugu ure boe einorudowu boe eroiagudu pemegarewuto, unure tubewudo tabo, mare mearudui tu ji dutabo karega, mare roi nono boe eroiagudu reorewu, jiwo aidugirimode turo oino dutabo",False
Tiago,1,26,"Iaboe meardaemode tubemegaie ure duji, mare umodukare ceru kogudo ma, ure tuwabo jeto pui meartorae boe jokodu karega ure ema",False
Tiago,1,27,"Paga karega, boe emeartorae boe jokoduwu Pao jekai du reo: Boe etuwo marenarue etae, ukoge bokwarewuge etae eedumode doi doi boeji ia bokware pudaiboe bogai dukeje, turo pemega tabo, tui tuiaedo awu moto kejewu boe ero pegarewu piji dutabo",False
Tiago,2,1,"Iwiemage, tameartorui ure tumoridowu Pagimejera Jesus Cristo jitu keje, tagaba pu barigu pubiji",False
Tiago,2,2,"Ia imedu umode turemo tare tado puiwo kae tugerako tadawu meriri ekureu tabo, aroia mori kuricigorewu metui pudui dutabo, dukejere ia marenaru umode turemo tugudae cucureu tabo ma,",False
Tiago,2,3,"tamode tageragu oroe kurireuji tagagoi ji dutabo: - Amugudo awu boe emuga pemegarewu keje. Dukejera tagagomode marenaruji: - Aragojedo nono. Iarema: - Amugudo woe iwure paru. Oino ma,",False
Tiago,2,4,"takarega ure ewarigu pubiji, tai tagogado boei tameardae pegarewu tabo du karega?",False
Tiago,2,5,"Imearudu kurire jiwu iwiemage, tawiapagado: Paokare tugeragu awu moto kejewu marenaruei tuwo enoroedo kuricigodo emeartorae tabo, Pao umode maku mearudu kuricigore puduiwuge etaiwu mori pemegarewu makuduwo etai?",False
Tiago,2,6,"Tagirema, tare marenarue eredugodudo. Oroe kurireuge eigoia karega erorerure tai, ekare tumugudo tawugeje toro brae eimejerawo tugogado tai du bogai?",False
Tiago,2,7,Ekare tagie motureu pegado tuwadaru pegarewu tabo?,False
Tiago,2,8,"Taromode nono boe eroiagudu kurireuji: “Amearudu kurido amedagei, amearudu kuri magai ai du reore” (Lev 19,18) ma, taro pemeganure rugadu",False
Tiago,2,9,"Mare tamode boe ewarigu pubiji ma, taro peganure, boe eroiagudu umode tugogado tai, umode tabegado",False
Tiago,2,10,"Romode nono boe eroiagudu reore, mare umode ia mugudo tuiageje ma, ro peganure boe eroiagudu jameduji",False
Tiago,2,11,"Cewu akore: - Akera keadu kaba. Oino jiwu, akore jamedu: - Akaba boe ewido (Ex 20,",False
Tiago,2,13,"s). Oino. Dukodi icare amode boe ewido ma, aro peganure boe eroiagudu jameduji, akera keadukare kodi karega",False
Tiago,2,12,"Dukodi icare tamagodo, tarodo nono Pao umode tugogado tai boe eroiagudu maiwu rekodaji",False
Tiago,2,13,"Umode tugogado togudu bokwa tabo cewu okudu bokwarewuji. Mare okudureu, boe emodukare tugogado ji. Boe emeartorae boe ero pemegarewu bokwa tabodu",False
Tiago,2,14,"Iwiemage, inoba umode akoi tumeartoruie duji, ro pemegarewu bokwa tabo? Awu meartorae umodukana udo cinorudo?",False
Tiago,2,15,"Ia tawie ukudae bokwamode ma, uke bokwamode ma,",False
Tiago,2,16,"ia tagagomode oino ji: - Toro, akowarudo, akogwa amogodudo. Takai okeare bogaiboe maku ai dutabo, awu tawadaru umodukana turugadu ji?",False
Tiago,2,17,Du reorere boe emeartoraere boe ero pemegarewu bokwa tabo: nowu inodu binure taobiji,False
Tiago,2,18,"Iaboe egomode: - Akire ameartorure, imire iro pemegare. Iorududo ameartoraeji aro pemegarewu bokwa tabo duji, imi imode aerududo imeartoraeji, iro pemegarewu koia",False
Tiago,2,19,"Ameartorure Paoi mito tu je duji, du pemegare. Mare Aroe pegarewuge jamedu emeartorure inoduji, erore du du du je",False
Tiago,2,20,"Imedu meardae bokwarewu, akaidure aeruduwo boe emeartorae boe ero pemegarewu bokwa tabowu bie ure duji?",False
Tiago,2,21,"Pao Abraão ukare tubemegado turo pemegarewu koia, tui tonaregedu Isaac maku altar keje dutabo?",False
Tiago,2,22,"Tanure boe pa boe emeartorae ure tugera braredo boe ero pemegarewuji, du ro oinodu kororogodure",False
Tiago,2,23,"Oinore boe kodure bapera atugo reore: “Abraão meartorure Pao ji, dutabore ure tubemegado, dukodire boe egore Pao metuiaie ure ema” (Gn 15,6",False
Tiago,2,24,"Taerudunure imedui tubemegado turo pemegarewu tabo, mare tumeartorui tu je dutabo karega",False
Tiago,2,25,"Du reorere Raab, cewu ro pegarewu aredu, ure tubemegado turo pemegarewu tabo, tui tugeragu oebatodureugei, tuwo eko ia awara tuginoiwuji dutabo",False
Tiago,2,26,"Boe magai boe ekodu bire boe etaroe bokwa tabo, du reorere boe emeartorae bire boe ero pemegarewu bokwa tabo",False
Tiago,3,1,"Iwiemage, tagaba ure boe eeruduwadowugedo tagi taiamedu tabo, paga karega, taeruduware boe emode tugogado pai pemega karega",False
Tiago,3,2,"Mare paga karega, paiamedu boe pawadaru jetorokarewu makaguragare. Iaboe ewudumodukare tuwadaru tabo ma, imedu pemegarewunure ema, roiware tuwo tugodu pemegado boe jamedu keje",False
Tiago,3,3,"Pamode freio tugu kawarudoge eiagi ma, paroiwamode pawo eko jice woje, pagaidu reore",False
Tiago,3,4,"Tagado ika kurireuji: kurimode, bakuru rakarewu butumode ji ma, umode tuiodo keje jice woje, mare ia imedure kodu jetorodo taidu reore, ia meririrogu tabo",False
Tiago,3,5,"Du reorere boe ekerure,rogu biegare paiadoda, mare umode tuguricigodo ia tumagore jiboe keje. Tagaiwodo, ia joru biegamode tu je, mare umode ia itura kuricigorewu kowu, umode akedudo",False
Tiago,3,6,"Jorunure boe ekeruce jamedu, umode boe jamedu boe pegado. Inferno tadawu joru umode pageru urugudo ma, umode pagodure jiboe jamedu boe kowu",False
Tiago,3,7,"Barege eiamedu boe, kiege barege, awague, kare eiamedu boe imedure butugugo",False
Tiago,3,8,"Pageru rema imedu umodukare butugugo. Ia boe pegarewu butugu bokwarewunure ema, korobadure umode boe ewidowu jorubo pegarewu tabo. 9. Pageru tabore pamago pemegare Pao ji, tabore pamago pegare Po ore imei",False
Tiago,3,10,"Boe enogwa mitodu pijire boe emago pemegarewu aregodure, boe emago pegarewu aregodure piji jamedu. Nowu inodu ukare turugadu, iwiemage",False
Tiago,3,11,Ia pobo ja mitodu piji kana pobo betureu aregodure pobo jirireu tabo?,False
Tiago,3,12,"Iwiemage, ia i pagawu umodukare parera kuru maku, iarema parera iku umodukare ia tudureboe tuginoiwu maku. Jamedu, ia sal meture tadawu ja umodukare pobo betu maku. Boe eeruduwa rikireu",False
Tiago,3,13,"Ia joruduwarewu roiwarewu meture tadoda? Umode boe eerududo turo pemegarewuji, turo butugureuji, turo joruduwarewuji",False
Tiago,3,14,"Mare ia tagodu kagirire tawabo tada, tagaidumode tamago pegawo pui ma, tagojaro kaba tai, tawadararodu kaba boe rikireuji",False
Tiago,3,15,"Boe eeruduwadodu aregodui baru pijidu karega ure ema, mare awu moto kejewu, ime enoe, Aroe pegreu oenure ema",False
Tiago,3,16,"Boe ekodu kagirii, boe emago pegai puiwo keje, boe butugukarewu, boe ero pegarewu jamedu boe umode jamedu",False
Tiago,3,17,"Mare boe eeruduwa aregodui ceboje pijidu, ro pegakare, butugugodure, okudu oiagudure, tudu pemegare, ukare boe ewarigu pubiji, ukare boe eekuri pagado",False
Tiago,3,18,"Boe jetororewu tudu tugudure boe butugureu tabo, kodure boe butugureu tabowuge eigoia",False
Tiago,4,1,"Kaiba tarugodui puidu, tagokii puidu aregodure? Tagagemo pegarewu rugodui tagodu tawiri tadadu piji karega?",False
Tiago,4,2,"Tagagemore boe bogai, mare makudukare tagai. Tagorire pui, tameardae pegare pui, dukodi icare tagaidure jiboe makudukare tagai. Tawadaru pegare, tarugodure, mare taroiwakare boe bogai, tagogwamagudukare bogai kodi",False
Tiago,4,3,"Iarema tagogwamagudure, mare makudukare tagai, tagogwamagudu pegare kodi, tagaidure tawo tagagemo pegarewu aidudo tu rugadu kodi",False
Tiago,4,4,Taro peganure Pao ji. Taeruduwakare ure tumeduiado moto kejeboe boe jamedu boe etonaie ure Pao ji duji?,False
Tiago,4,5,Tameardaekana Pao o bapera atugo makoie ure paga tu je duji? Bapera atugo akore: - Mugure tadodawu Aroe Pemegarewu mearudu kurire tai tugimaredu tabo,False
Tiago,4,6,"Mare Paore ia boe pemegarewu kuricigorewu maku boe etai. Dukodire bapera atugo pemegarewu akore: - Paore tudurudo ocarore puduiboei, ure to boe pemegarewu maku ure tuwiegadowu boe etai",False
Tiago,4,7,"Dukodi icare, tameartorudo Pao bataru ji, tadurudo Aroe pegarewu ji, umode tuiaedo jaegiri tabiji",False
Tiago,4,8,"Taburedo Pao ji, umode tuburedo tai. Ro pegarewuge, tagera kabi. Boe eroi pobedu, tawabo pemegado",False
Tiago,4,9,"Taerududo tabegaji, tagiarigodudo, tagoragududo ma, tagogwariaewo tagoragudaedo ema, taegaraewo tagiarigodaedo ema",False
Tiago,4,10,"Tawiegado Pao jekai, emare umode tagurido",False
Tiago,4,11,"Iwiemage, tamago pega kaba pui. Mako pegare tuwie jiwu, ure tugogado jiwu, mako peganure boe eroiaguduji, unure tugogado boe eroiaguduji. Aró, kode, amode akogado boe eroiaguduji ma, akodukare boe eroiagudu rekodaji, mare anure akogado ji",False
Tiago,4,12,"Ure boe eroiaguduwu, ure tugogado boeiwu mito tu je: cewu roiware tuwo boe einorudo, iarema tuwo boe ewogwado. Akirema, iogudubanure aki awo akogado ameduiaji?",False
Tiago,4,13,"Tagagore oino: - Awuji rakudu, barogwato rakudu, padumode bakurireuto, paragojemode nono joru mito, pamode akirodo boeji pai pagoroe itodudo dutabo",False
Tiago,4,14,"Mare du inodu tabo, taeruduwakare inoba boemode barogwato duji. Awu taei oinodu kaboba ure ema? Ure nono boe okwarodure, boe eerudure ji biegatu je, dukeje kuri je okware pi tuku je",False
Tiago,4,15,"Paci oino, tagagomode oino: - Pao aidumode dukeje, paemode ma, paromode oino, oino",False
Tiago,4,16,"Macare tagojarore tai tagaidure jiboeji. Awu boe enojaroi oinodu, boe pegare",False
Tiago,4,17,"Cewu joruduware turomode jiboeji, mare ro pemegakare, ro peganure",False
Tiago,5,1,"Tagi oe kurireuge, tagoragudu kuricigodo, mare paga karega, boe pegarewu butumode tawugeje",False
Tiago,5,2,"Tagoroe pegagodure, rugurere tagudae oiko",False
Tiago,5,3,"Motore tago meriri ekureu, meriri kigadureu pegado. Moto umode tugogado tai, umode tagodu tawiri oiko joru magai boe ekodu ewiri kowu du reore. Tare tagoroe kuricigodo tamagai joru itodudo boiwu meri kae",False
Tiago,5,4,Maragodure tago boepa kejewuge emaragodae mori takare maku etaiwu oiogwari rakaguragare; nowu maragodureuge enoiogwari aregodure Pao ro rakarewu biaja kae,False
Tiago,5,5,"Taedure moto keje taegare pegarewu tabo, taro pegarewu tabore tare tawabo kaawadudo boe emode boe ewido jiwu meri kae",False
Tiago,5,6,"Tare imedu jetororewu maku tuwi kae, tare bito, ukare tao tugu tai. Boe epagai Pao aregodu bogaidu",False
Tiago,5,7,"Kodi icare, iwiemage, tawudugugo jii Pagimejera aregodumodedu kae. Tagado ure boe a tuguwuji: ure tuwudugugo moto pijiwu tudureboe pemegarewu bogai, butugure jii bubutu aregodumodedu bogai",False
Tiago,5,8,"Tagi jamedu, tawudugudo, tawabo rakado, Pagimejera aregodugodunure",False
Tiago,5,9,"Tamago pega kaba pui jice woje, boe ekawo tugogado tai. Umode tugogado boeiwu rakojere baiporo keje",False
Tiago,5,10,"Iwiemage, tajebae keje, ia tamaragodae biarewu keje, tado nono makore Pao ie tabowu profetadoge ereore",False
Tiago,5,11,"Tagado, pamagore mugure tujebae kejewuge eiwo aidugirireugeie ure emage. Tamearudure jiboeji: ure tudurudo tujebae keje. Taeruduware nowu inodu akedu keje Pao roi jituji. Mare paga karega, Pao okudu oiagudu kuricigore kodi. Boe ekawo togwatugu",False
Tiago,5,12,"Boetoji, iwiemage, tagaba tagogwatugu rugadu, tagaba tagogwatugu baru tabo, moto tabo, iaboe iaboe tabo. Tawadaru umode U. Tawadaru umode Boro. Oino, tawudu kawo boe emode tugogado taiboeto. Ro pemegare kogodureuge eiwu boekaguru",False
Tiago,5,13,"Ia tagiarigodumode ma, tagogwamagududo Pao ji. Ia taegaremode ma, tarago",False
Tiago,5,14,"Ia tagogodure, tamagodo ia Pao burejoiage ewogai, duwuge emode togwakurido apo, emode boekaguru pemegarewu reko joki Pao ie tabo",False
Tiago,5,15,"Boei togwakurido tumeartoru tabodu umode nowu kogodureu udo cinorudo. Pao umode butugugo. Ia ro pegarewu umode apo ma, Pao umode inodu okwado",False
Tiago,5,16,"Tamagodo taro pegarewuji pu biegai, tagogwamagududo pu paru tabo ma, tabemegagoduwo. Jetororewu imedu okwamagudui baru todu ro rakare rugadu",False
Tiago,5,17,"Marenarunure Eliace pareore; ure tumeardae tugu togwamagudaeto bubutu kawo, icare bubutukare moto joki jorure pobe ma jewu metuia bokware, ari ikera awubodure buture ikera awubowuto mito",False
Tiago,5,18,"Dukeje okwamagudure pugeje, icare bubuture, icare motore tudureboe botudo",False
Tiago,5,19,"Iwiemage, ia tagi tamode taiaedo tagodu jetororewu piji, iaboe emode tado tagirimi awara pemegarewu kae ma, taeruduwado: cewu umode ia ro pegarewu udo tuie kirimi turo pegarewu pijiwu, umode tuginorudo bireboe piji, umode turo pegarewu makarewu okwado. I. PEDRO P E D R O O B A P E R A A T U G O BOETOJIWU",False
Tiago,1,1,"Pedro, Jesus Cristo o apostolo, pemegarewuge eedui ia moto tuginoiwuge etai, Ponto, Galácia, Capadócia, Asia, Bitínia kejewuge etai",False
Tiago,1,2,"Paore tugeragu tai tuioruduwai tai dukodi, Aroe Pemegarewu ure tabemegado tameartoruwo Jesus Cristo bataru ji, taedorogoduwo ku koia. Pao o boe pemegarewu boe butugureu makudu kuriwo tagai. Pao ro",False
