id	witness_a	witness_b	reviewed	portuguese	similarity	provisional_class	difference_summary
BOR-CORBO-HM001-u084	Nowu eeguiee eture tabowu awu moto kaewu eke rogure iere kuiada, iere ju, pobe tu je. Ure towujewu imedure iere Kuieje Bakidobo, metuia iere Bure Koibo. Oinore pemore eiedo. Dure ere tugu ira igodagori (pau queimado) urugudato (na cinza). Du tore ere nowu kuiada tugu. Nowu Pemo koiare ure eeruduwado tuwo tugu, turowo oino ji, boe jameedu ukeje; okudu rakaguragare Boe ebo duko.	Nowy eeguiee eture tabowy awy moto kaewy eke rogure iere kuiada, iere ju, pobe ty je. Ure towyjewy imedyre iere Kuieje Bakidobo, metyia iere Bure Koibo. Oinore pemore eiedo. Dure ere tugu ira igodagori (pau queimado) urugudato (na cinza). Du tore ere nowy kuiada tugu. Nowy Pemo koiare ure eerydywado tuwo tugu, turowo oino ji, boe jameedy ukeje; okudu rakaguragare Boe ebo dyko.		"O alimento dos que vieram para cá, para esta terra com os seu animais chama-se milho, chama-se mandioca. S— dois. 
A pessoa que os fez chama-se Kuieje Bakidobo, o companheiro dele chama-se Bure Koibo. Esse foi o nome que Pemo lhes deu. Eles plantaram nas cinzas de paus queimados. Aí eles plantaram o milho. Foi Pemo quem lhes ensinou a plantar, para fazerem assim, para alimento de todo mundo. Porque tinha muita compaixão dos Bororo."	0.731	substantive-or-segmentation	replace: [Nowu] -> [Nowy] | replace: [tabowu awu] -> [tabowy awy] | replace: [kaewu] -> [kaewy] | replace: [tu] -> [ty] | replace: [towujewu imedure] -> [towyjewy imedyre] | replace: [metuia] -> [metyia] | replace: [nowu] -> [nowy] | replace: [Nowu] -> [Nowy]
BOR-CORBO-HM001-u085	Icare kuiarure pugeje. Kuributure. Aiwore ji. Akore Atudo. Woere amugure. Barogo Bororo (Bak. Ec. Boiad. Uwie), oinore akiere, oinore akagarure.	Icare kuiarure pugeje. Kuributure. Aiwore ji. Akore: Atudo. Woere amugure. Barogo Bororo (Bak. Ec. Boiad. Uwie), oinore akiere, oinore akagarure.		"Novamente engravidou e deu ˆ luz.
Observou-o: Era também parecido com os seus colegas. 
Disse-lhe: - Venha. Você fique aqui. Barogo Bororo61 é o seu nome. É assim que você se chama."	0.997	near-identical	replace: [Akore] -> [Akore:]
BOR-CORBO-HM001-u086	Icare kuiarure pugeje. Kuributure. Aiwore ji: Ure tumedage ereore. Akore Atudo. Woere amugure. Barameri (Bok Ec. Boiad. Etuwie), oinore akiere, oinore akagarure.	Icare kuiarure pugeje. Kuributure. Aiwore ji: Ure tumedage ereore. Akore: Atudo. Woere amugure. Barameri (Bok Ec. Boiad. Etuwie), oinore akiere, oinore akagarure.		"Novamente engravidou e deu ˆ luz.
Observou-o: Era também parecido com os seus colegas. 
Disse-lhe: - Venha. Você fique aqui. Baramere62 é o seu nome. É assim que você se chama."	0.997	near-identical	replace: [Akore] -> [Akore:]
BOR-CORBO-HM001-u087	Icare kuiarure pugeje. Kuributure. Aiwore ji: Ure tumedage ereore. Akore Atudo. Woere amugure woe. Arogiarewu (Bok Ec. Boeupo kejewu),oinore akiere, oinoire akagarure.	Icare kuiarure pugeje. Kuributure. Aiwore ji: Ure tumedage ereore. Akore: Atudo. Woere amugure woe. Arogiarewy (Bok Ec. Boeupo kejewu),oinore akiere, oinoire akagarure.		"Novamente engravidou e deu ˆ luz.
Observou-o: Era parecido com os seus colegas. 
Disse-lhe: - Venha. Você fique aqui. Arogiarewu63 é o seu nome. É assim que você se chama."	0.991	near-identical	replace: [Akore] -> [Akore:] | replace: [Arogiarewu] -> [Arogiarewy]
BOR-CORBO-HM001-u088	Icare kuiarure pugeje. Kuributure. Aiwore ji: Ure nono tumedagere. Akore Atudo. Woere amugure. Inokuri (Bok. Ec. Ceb)nure aki. Inokuri, oinore akiere, oinore akagarure.	Icare kuiarure pugeje. Kuributure. Aiwore ji: Ure nono tumedagere. Akore: Atudo. Woere amugure. Inokuri (Bok. Ec. Ceb)nure aki. Inokuri, oinore akiere, oinore akagarure.		"Novamente engravidou e deu ˆ luz.
Observou-o: Era também parecido com os seus colegas. 
Disse-lhe: - Venha. Você fique aqui. Inokuri64 é o seu nome. É assim que você se chama"	0.997	near-identical	replace: [Akore] -> [Akore:]
BOR-CORBO-HM001-u089	Icare kuiarure pugeje. Kuributure. Aiwore ji: Ure nono tumedagere. Akore Atudo. Woere amugure woe. Torobaru (Kiedu Cob.), oinore akiere, oinore akagarure.	Icare kuiarure pugeje. Kuributure. Aiwore ji: Ure nono tumedagere. Akore: Atudo. Woere amugure woe. Torobaru (Kiedy Cob.), oinore akiere, oinore akagarure.		"Novamente engravidou e deu ˆ luz.
Observou-o: Era parecido com os seus colegas. 
Disse-lhe: - Venha. Você fique aqui. Torobaru65 é o seu nome. É assim que você se chama."	0.990	near-identical	replace: [Akore] -> [Akore:] | replace: [(Kiedu] -> [(Kiedy]
BOR-CORBO-HM001-u090	Icare kuiarure pugeje. Icare kuributure. Aiwore ji: - Ure nono tumedagere. Akore Atudo. Woere amugure woe. Kudoro (Kiedu Boiad.), oinore akiere, oinore akagarure.	Icare kuiarure pugeje. Icare kuributure. Aiwore ji: - Ure nono tumedagere. Akore: Atudo. Woere amugure woe. Kudoro (Kiedy Boiad.), oinore akiere, oinore akagarure.		"Novamente engravidou e deu ˆ luz.
Observou-o: Era parecido com os seus colegas. 
Disse-lhe: - Venha. Você fique aqui. Kudoro66 é o seu nome. É assim que você se chama."	0.991	near-identical	replace: [Akore] -> [Akore:] | replace: [(Kiedu] -> [(Kiedy]
BOR-CORBO-HM001-u091	Icare kuiarure pugeje. Kuributure. Aiwore ji: Ure nono tumedagere. Akore Atudo. Woere amugure woe. Uwaborewu (Bad. Cob.), oinore akiere, oinore akagarure.	Icare kuiarure pugeje. Kuributure. Aiwore ji: Ure nono tumedagere. Akore: Atudo. Woere amugure woe. Uwaborewy (Bad. Cob.), oinore akiere, oinore akagarure.		"Novamente engravidou e deu ˆ luz.
Observou-o: Era parecido com os seus colegas. 
Disse-lhe: - Venha. Você fique aqui. Uwaborewu67 é o seu nome. É assim que você se chama."	0.990	near-identical	replace: [Akore] -> [Akore:] | replace: [Uwaborewu] -> [Uwaborewy]
BOR-CORBO-HM001-u092	Icare kuributure pugeje. Aiwore ji: - Ure tumedage ereore. Akore; Atudo. Woere amugure woe. Oca Kudurewu (Ecerae), oinore akiere, oinore akagarure.	Icare kuributure pugeje. Aiwore ji: - Ure tumedage ereore. Akore; Atudo. Woere amugure woe. Oca Kudurewy (Ecerae), oinore akiere, oinore akagarure.		"Novamente engravidou e deu ˆ luz.
Observou-o: Era parecido com os seus colegas. 
Disse-lhe: - Venha. Você fique aqui. Oca Kudurewu68 é o seu nome. É assim que você se chama."	0.993	near-identical	replace: [Kudurewu] -> [Kudurewy]
BOR-CORBO-HM001-u093	Icare kuiarre pugeje. Kuributure. Aiwore ji: Ure nono tumedagere. Akore Atudo. Woere amugure woe. Bakorokudu (Bad. Boiad. ), oinore akiere, oinore akagarure.	Icare kuiarre pugeje. Kuributure. Aiwore ji: Ure nono tumedagere. Akore: Atudo. Woere amugure woe. Bakorokudu (Bad. Boiad. ), oinore akiere, oinore akagarure.		"Novamente engravidou e deu ˆ luz.
Observou-o: Era parecido com os seus colegas. 
Disse-lhe: - Venha. Você fique aqui. Bakoro Kudu69 é o seu nome. É assim que você se chama.70"	0.997	near-identical	replace: [Akore] -> [Akore:]
BOR-CORBO-HM001-u094	Icare kuiarre pugeje. Kuributure. Aiwore ji: Ure nono tumedagere. Akore Atudo. Woere amugure woe. Arua (Bad. Ceb), oinore akiere, oinore akagarure.	Icare kuiarre pugeje. Kuributure. Aiwore ji: Ure nono tumedagere. Akore: Atudo. Woere amugure woe. Arua (Bad. Ceb), oinore akiere, oinore akagarure.		"Novamente engravidou e deu ˆ luz.
Observou-o: Era parecido com os seus colegas. 
Disse-lhe: - Venha. Você fique aqui. Arua71 é o seu nome. É assim que você se chama."	0.997	near-identical	replace: [Akore] -> [Akore:]
BOR-CORBO-HM001-u095	Icare kuiarure pugeje. Kuributure. Aowore ji: Ure tumedage ereore. Akore Atudo. Woere amugure woe. Ikuira (Bad. Ceb. Etuwie), oinore akiere, oinore akagarure.	Icare kuiarure pugeje. Kuributure. Aowore ji: Ure tumedage ereore. Akore: Atudo. Woere amugure woe. Ikuira (Bad. Ceb. Etuwie), oinore akiere, oinore akagarure.		"Novamente engravidou e deu ˆ luz.	
Observou-o: Era parecido com os seus colegas. 
Disse-lhe: - Venha. Você fique aqui. Ikuira72 é o seu nome. É assim que você se chama."	0.997	near-identical	replace: [Akore] -> [Akore:]
BOR-CORBO-HM001-u096	Du kodire, Meriri Poro koiare ure Boe eiegi. Meriri Poro koiare ure Boe eie bu Boe ewugeje. Ure barege eie bu barege ewugeje.	Du kodire, Meriri Poro koiare ure Boe eiegi. Meriri Poro koiare ure Boe eie bu Boe ewygeje. Ure barege eie bu barege ewygeje.		Por isso foi Meriri Poro que deu nomes ás pessoas. Foi Meriri Poro que p™s nomes ˆs pessoas. Foi também ele quem p™s nome nos animais.	0.984	near-identical	replace: [ewugeje.] -> [ewygeje.] | replace: [ewugeje.] -> [ewygeje.]
BOR-CORBO-HM001-u097	Jerigi Otojiwu jire Boere ciegi. Jerigi Otogiwu ocagodure, akore Ps ps ps ps! Boe ewogai. Mare Boe enojagodukare. Kiarigodure tuÉ Kiarigodure Boe ewogai	Jerigi Otojiwy jire Boere ciegi. Jerigi Otogiwy ocagodyre, akore: Ps ps ps ps! Boe ewogai. Mare Boe enojagodykare. Kiarigodyre tuÉ Kiarigodyre Boe ewogai		"Os Bororo se apresentam a Jerigi Otojiwu.73
Jerigi Otojiwu assobiou dizendo: - Ps ps ps ps! Chamando os Bororo. Mas eles não responderam. Ele ficou muito triste. Estava com saudade dos Bororo."	0.957	orthographic/editorial	replace: [Otojiwu] -> [Otojiwy] | replace: [Otogiwu ocagodure, akore] -> [Otogiwy ocagodyre, akore:] | replace: [enojagodukare. Kiarigodure] -> [enojagodykare. Kiarigodyre] | replace: [Kiarigodure] -> [Kiarigodyre]
BOR-CORBO-HM001-u098	Barogwa kododure, ocagodure pugeje. Biapagare. Boe enojagodukare. Barogwa kododure pugeje, ocagodure pugeje, biapagare, Boe enojagodukare. Barogwa kododure pugeje, ocagodure pugeje, biapagare, Boe enojagodukare.	Barogwa kododure, ocagodyre pugeje. Biapagare. Boe enojagodykare. Barogwa kododure pugeje, ocagodyre pugeje, biapagare, Boe enojagodykare. Barogwa kododure pugeje, ocagodyre pugeje, biapagare, Boe enojagodykare.		Durante vários dias, ao amanhecer, ele sempre assobiava e ficava esperando resposta, mas os Bororo não respondiam.	0.948	orthographic/editorial	replace: [ocagodure] -> [ocagodyre] | replace: [enojagodukare.] -> [enojagodykare.] | replace: [ocagodure] -> [ocagodyre] | replace: [enojagodukare.] -> [enojagodykare.] | replace: [ocagodure] -> [ocagodyre] | replace: [enojagodukare.] -> [enojagodykare.]
BOR-CORBO-HM001-u099	Nonore icare akore O! Boe enoiogwari kuri rabora woe! Boe eno bokudururu kurirabora woe! O! Kaiba Boe ekodure? ÔM!É Icare barogwa kododure, ocagodure pugeje. Biapagare. Okeare pugeje, akore ÔM!.. Wo!.. Arodu kaire? Oinore Jerigi Otojiwu akore. Icare barogwa kododure, ocagodure pugeje, biapagare.. O! Boe enojagodukare.	Nonore icare akore: O! Boe enoiogwari kuri rabora woe! Boe eno bokudururu kurirabora woe! O! Kaiba Boe ekodure? ÔM!É Icare barogwa kododure, ocagodyre pugeje. Biapagare. Okeare pugeje, akore: ÔM!.. Wo!.. Arodu kaire? Oinore Jerigi Otojiwy akore. Icare barogwa kododure, ocagodyre pugeje, biapagare.. O! Boe enojagodykare.		"Então disse: - Oh! Aqui os Bororo gritavam muito e faziam muito barulho! Oh! Para onde eles foram? ÔM!
Mais um dia amanheceu e ele assobiou de novo. Ficou escutando... Depois exclamou: - ÔM! Wo! Quando você apareceu? Assim falou Jerigi Otojiwu (Referindo-se ao Esp’rito Jakomea).
Na manhã seguinte assobiou de novo e ficou escutando. Mas os Bororo não respondiam."	0.969	orthographic/editorial	replace: [akore] -> [akore:] | replace: [ocagodure] -> [ocagodyre] | replace: [akore] -> [akore:] | replace: [Otojiwu] -> [Otojiwy] | replace: [ocagodure] -> [ocagodyre] | replace: [enojagodukare.] -> [enojagodykare.]
BOR-CORBO-HM001-u100	Icare barogwa kododure pugeje, icare ocagodure pugeje. A! Dukeje icare Boe enojagodure. Boe egore: - gi gi gi gigi gigi! Ba okwa jameduji. Dukeje ure tuiebu ta! tuwai piji, ure tuiemaedo tu... Boe bokware. Jordukare cewu ocare ino boeji.	Icare barogwa kododure pugeje, icare ocagodyre pugeje. A! Dykeje icare Boe enojagodyre. Boe egore: gi gi gi gigi gigi! Ba okwa jameduji. Dykeje ure tuiebu ta! tuwai piji, ure tuiemaedo ty... Boe bokware. Jordukare cewy ocare ino boeji.		"Amanheceu mais um dia e ele assobiou de novo.
Ah! Aí os Bororo assobiaram: - gi gi gi gigi gigi! Ao redor de toda a aldeia.
Então ele saiu logo da sua casa, e olhou para todo lado. Nada. Não viu quem tinha assobiado asssim."	0.970	near-identical	replace: [ocagodure] -> [ocagodyre] | replace: [Dukeje] -> [Dykeje] | replace: [enojagodure.] -> [enojagodyre.] | delete: [-] -> [] | replace: [Dukeje] -> [Dykeje] | replace: [tu...] -> [ty...] | replace: [cewu] -> [cewy]
BOR-CORBO-HM001-u101	Icare jekarere, mearudure Boe enojaji, kodi icare jekarere. Oinore rore! Kodo wojeÉ tuiegare tabo. Aiwore. Ure tuiemaedo tuiegare tabo. Icare ure Boe enojago, kodire icare jekarere.	Icare jekarere, mearudure Boe enojaji, kodi icare jekarere. Oinore rore! Kodo wojeÉ tuiegare tabo. Aiwore. Ure tuiemaedo tuiegare tabo. Icare ure Boe enojago, kodire icare jekarere.		Mas ele estava alegre. Tinha escutado o assobio dos Bororo, por isso estava alegre. Mexeu-se muito, foi para um lado e outro, alegre. Observou, olhou com alegria para todo lado. Finalmente ele tinha feito os Bororo assobiarem, por isso estava alegre.	1.000	near-identical	
BOR-CORBO-HM001-u102	Icare barogwa kododure pugeje, ocagodure pugeje. Há! Há! Boe enojagodure pugeje gi gi gigi gigi! Ca! Barogwa kododure pugeje. A! Boe enojagodure pugeje; gi gi gigi gigi! Ba okwa jameduji.	Icare barogwa kododure pugeje, ocagodyre pugeje. Há! Há! Boe enojagodyre pugeje gi gi gigi gigi! Ca! Barogwa kododure pugeje. A! Boe enojagodyre pugeje; gi gi gigi gigi! Ba okwa jameduji.		"Na manhã seguinte, assobiou de novo.
Ah! Ah! Os Bororo assobiaram novamente: gi gi gigi gigi! 
Eis! Mais um amanhecer e os Bororo assobiaram de novo: - gi gi gigi gigi! Ao redor de toda a aldeia."	0.984	near-identical	replace: [ocagodure] -> [ocagodyre] | replace: [enojagodure] -> [enojagodyre] | replace: [enojagodure] -> [enojagodyre]
BOR-CORBO-HM001-u103	Ure tuiebu ta! ... Ure tuiemaedo, jorudukare boeji. Ure turemo tuwaito pugeje. Jekarere pudui! Icare barogwa kododure pugeje.Ocagodure pugeje. A! Boe enojagodure pugeje: gigi gigi!. Ure tuiebu ta!É Ure tuiemaedo: Boe bokware. O! Boekare. Boe bokware.	Ure tuiebu ta! ... Ure tuiemaedo, jorudukare boeji. Ure turemo tuwaito pugeje. Jekarere pudui! Icare barogwa kododure pugeje.Ocagodyre pugeje. A! Boe enojagodyre pugeje: gigi gigi!. Ure tuiebu ta!É Ure tuiemaedo: Boe bokware. O! Boekare. Boe bokware.		"Saiu rápido. Olhou para todo lado, mas não viu os Bororo.
Entrou de novo na sua casa. Estava cheio de alegria.
Mais um amanhecer e ele assobiou de novo.
Ah! Os Bororo responderam assobiando de novo: - Gigi gigi!
Saiu logo, olhou estendeu a vista: Nada. Oh! Não. Não tinha nenhum Bororo."	0.992	near-identical	replace: [pugeje.Ocagodure] -> [pugeje.Ocagodyre] | replace: [enojagodure] -> [enojagodyre]
BOR-CORBO-HM001-u104	Barogwa kododure pugeje, ocagodure pugeje. Boe enojagodure pugeje: gigi gigi! Ure tuiebu ta! Ure tuiemaedo. Há! Há! Icare jorudure baiji. Oinore bai gigadure ba okwaji! A! Ure tugeragu jorubea paruji, kodo tabo ba oiado. Ure kodo baado, ure tumugudo keje, ure joru mugudo tuiogorai, tuwo towarudo.	Barogwa kododure pugeje, ocagodyre pugeje. Boe enojagodyre pugeje: gigi gigi! Ure tuiebu ta! Ure tuiemaedo. Há! Há! Icare jorudure baiji. Oinore bai gigadure ba okwaji! A! Ure tugeragu jorubea paruji, kodo tabo ba oiado. Ure kodo baado, ure tumugudo keje, ure joru mugudo tuiogorai, tuwo towarudo.		"Amanheceu mais uma vez e ele assobiou novamente. Os Bororo responderam: - Gigi gigi! Ele saiu logo. Estendeu a vista: Ah! Ah! Aí ele viu as casas. Era muita casa branquejando na beira da aldeia!
Ah! Pegou um tição acesso e foi com ele para o meio da aldeia. Estendeu a esteira, sentou-se nela e colocou o fogo na sua frente para se esquentar."	0.993	near-identical	replace: [ocagodure] -> [ocagodyre] | replace: [enojagodure] -> [enojagodyre]
BOR-CORBO-HM001-u105	Icare barogwa kododure pugeje, ocagodure pugeje. Boe enojagodure. Ure tuiebu. Há! Há! Oinore bai gigadure ba okwaji! Ure tugeragu joruji ta!, ure tugeragu tugudawu kodoji, kodo tabo ba oiada; ure nowu kodo bu, ure nowu jorugo, upagare Boe etaregodumode du bogai. Boe bokware.	Icare barogwa kododure pugeje, ocagodyre pugeje. Boe enojagodyre. Ure tuiebu. Há! Há! Oinore bai gigadure ba okwaji! Ure tugeragu joru ji ta!, ure tugeragu tugudawy kodoji, kodo tabo ba oiada; ure nowy kodo bu, ure nowy jorugo, upagare Boe etaregodymode du bogai. Boe bokware.		"Amanheceu de novo e novamente ele assobiou.
Os Bororo responderam. Ele saiu e viu muitas casas branquejando na beira da aldeia.
Pegou logo o fogo e a esteira e dirigiu-se paro o centro da aldeia; p™s a esteira no chão, avivou o fogo e ficou esperando para ver se os Bororo iam chegar. Nada."	0.813	substantive-or-segmentation	replace: [ocagodure] -> [ocagodyre] | replace: [enojagodure.] -> [enojagodyre.] | replace: [joruji] -> [joru ji] | replace: [tugudawu] -> [tugudawy] | replace: [nowu] -> [nowy] | replace: [nowu] -> [nowy] | replace: [etaregodumode] -> [etaregodymode]
BOR-CORBO-HM001-u106	Boecodure. Barogwa kododure pugeje. Ocagodure Boe ewogai pugeje. A! Boe enojagodure gigi gigi gigi! Ure tuiebu, oinore bai gigadure ba okwaji! Ure tugeragu tugudawu kododji, ure tugeragu joruji, ure baado ba oiadoda.	Boecodure. Barogwa kododure pugeje. Ocagodyre Boe ewogai pugeje. A! Boe enojagodyre gigi gigi gigi! Ure tuiebu, oinore bai gigadure ba okwaji! Ure tugeragu tugudawy kododji, ure tugeragu joru ji, ure baado ba oiadoda.		"Anoiteceu e amanheceu de novo. Novamente ele assobiou chamando os Bororo.
Ah! Os Bororo assobiaram:- gigi gigi gigi! Ele saiu, e viu as casas branquejando na beira da aldeia. Pegou sua esteira e o fogo, e colocou-os no centro da aldeia."	0.984	near-identical	replace: [Ocagodure] -> [Ocagodyre] | replace: [enojagodure] -> [enojagodyre] | replace: [tugudawu] -> [tugudawy] | replace: [joruji,] -> [joru ji,]
BOR-CORBO-HM001-u107	Dukeje icare ia imedu aregodure. Akore Akaregodure? Akore U! Itaregodu! Akore Bokarebo (Bak. Ec.Etuwie) imire iroino. Bokarebo, imire irtaregodure. Akore U! Akowarudo. Akore Amugudo, amugudo, amugudo!	Dykeje icare ia imedy aregodyre. Akore: Akaregodyre? Akore: U! Itaregody! Akore: Bokarebo (Bak. Ec.Etuwie) imire iroino. Bokarebo, imire irtaregodyre. Akore: U! Akowarudo. Akore: Amugudo, amugudo, amugudo! Cumprimentou-o: - Você chegou!		"Logo um homem chegou.
Cumprimentou-o: - Você chegou!
Respondeu: - Sim! Eu cheguei.
E acrescentou: - Sou eu Bokarebo74 que estou chegando. Eu, Bakorebo, cheguei.
Disse-lhe: - Sente, sente, sente!"	0.702	substantive-or-segmentation	replace: [Dukeje] -> [Dykeje] | replace: [imedu aregodure. Akore Akaregodure? Akore] -> [imedy aregodyre. Akore: Akaregodyre? Akore:] | replace: [Itaregodu! Akore] -> [Itaregody! Akore:] | replace: [irtaregodure. Akore] -> [irtaregodyre. Akore:] | replace: [Akore] -> [Akore:] | insert: [] -> [Cumprimentou-o: - Você chegou!]
BOR-CORBO-HM001-u108	Icare boecodure pugeje. Barogwa kododure. Ocagodure pugeje. A! Boe enojagodure pugeje gigi gigi! Ba okwa jameduji. Ure tugeragu tugudawu kodoji, joruji, kodo tabo ba oiado. Ure bado tu ba oiadoda.. Cewu aregodurewu aregodure, akore Itaregodu! Akore A! Akaregodure? Amugudo. Dukeje icare ia imedu aregodure pugeje, akore Itaregodu! Iwo itawarudore iroino. Akore U! Akowarudo, akowarudo, akowarudo. Amugudo, amugudo, amugudo. Ure tumugudo tu!.. Akore Akaruio Bokodori (Bak. Ec.) imire iroino, Akaruio Bokodori imire itaregodure.	Icare boecodure pugeje. Barogwa kododure. Ocagodyre pugeje. A! Boe enojagodyre pugeje gigi gigi! Ba okwa jameduji. Ure tugeragu tugudawy kodoji, joru ji, kodo tabo ba oiado. Ure bado ty ba oiadoda.. Cewy aregodyrewy aregodyre, akore: Itaregody! Akore: A! Akaregodyre? Amugudo. Dykeje icare ia imedy aregodyre pugeje, akore: Itaregody! Iwo itawarudore iroino. Akore: U! Akowarudo, akowarudo, akowarudo. Amugudo, amugudo, amugudo. Ure tumugudo tu!.. Akore: Akaruio Bokodori (Bak. Ec.) imire iroino, Akaruio Bokodori imire itaregodyre. Respondeu: -Ah! Você chegou? Tome assento.		"Anoiteceu de novo e amanheceu. Ele assobiou de novo. Ah! O povo respondeu assobiando ao redor da aldeia.
Ele pegou sua esteira e o fogo e foi com eles para o centro da aldeia e os colocou Aí no meio da praça.
O visitante chegou dizendo: - Eu cheguei.
Respondeu: -Ah! Você chegou? Tome assento.
Depois disso chegou um outro homem e disse: - Eu cheguei. Eu vim para me esquentar.
Respondeu: - Sim! Esquente-se, esquente-se, esquente-se. Sente, sente, sente.
Ele sentou-se e disse: - Sou eu, Akaruio Bokodori75, que estou chegando. Eu, Akaruio Bokodori, cheguei."	0.772	substantive-or-segmentation	replace: [Ocagodure] -> [Ocagodyre] | replace: [enojagodure] -> [enojagodyre] | replace: [tugudawu] -> [tugudawy] | replace: [joruji,] -> [joru ji,] | replace: [tu] -> [ty] | replace: [Cewu aregodurewu aregodure, akore Itaregodu! Akore] -> [Cewy aregodyrewy aregodyre, akore: Itaregody! Akore:] | replace: [Akaregodure?] -> [Akaregodyre?] | replace: [Dukeje] -> [Dykeje]
BOR-CORBO-HM001-u109	Boecodure pugeje. Barogwa kododure. Ocagodure pugeje. A! Boe enojagodure gigi gigi gigi! Ba okwaji. Ure tuiebu tugudawu kodo tabo, joru tabo. Mugure tu... dukeje icare ia imedu aregodure pugeje. Akore Itaregodure. Iwo itowarudore iroino. Akore Magurere (Bok. Ec. Cob) imire iroino. Magurere imire itaregodure. Jerigi Otogiwu akore ÔM Ôm Ôm! Ema rugadu, ema rugadu, ema rugadu!	Boecodure pugeje. Barogwa kododure. Ocagodyre pugeje. A! Boe enojagodyre gigi gigi gigi! Ba okwaji. Ure tuiebu tugudawy kodo tabo, joru tabo. Mugure ty... dykeje icare ia imedy aregodyre pugeje. Akore: Itaregodyre. Iwo itowarudore iroino. Akore: Magurere (Bok. Ec. Cob) imire iroino. Magurere imire itaregodyre. Jerigi Otogiwy akore: ÔM Ôm Ôm! Ema rugadu, ema rugadu, ema rugadu!		"Anoiteceu de novo. Ao amanhecer, ele assobiou de novo.
Os Bororos responderam Ð Gigi gigi gigi! Ao redor da aldeia.
Ele saiu com a sua esteira e com o fogo. Ficou esperando, até que um outro homem chegou e disse: - Eu cheguei. Vim para me esquentar. E acrescentou: Sou eu, Magurere76, que cheguei. Eu, Magurere, cheguei.
Jerigi Otojiwu disse: ÔM Ôm Ôm! Isso mesmo, isso mesmo, isso mesmo!"	0.922	orthographic/editorial	replace: [Ocagodure] -> [Ocagodyre] | replace: [enojagodure] -> [enojagodyre] | replace: [tugudawu] -> [tugudawy] | replace: [tu... dukeje] -> [ty... dykeje] | replace: [imedu aregodure] -> [imedy aregodyre] | replace: [Akore Itaregodure.] -> [Akore: Itaregodyre.] | replace: [Akore] -> [Akore:] | replace: [itaregodure.] -> [itaregodyre.]
BOR-CORBO-HM001-u110	Icare boecodure pugeje. Barogwa kododure, ocagodure pugeje. Boe enojagodure gigi gigi gigi! Ure tuiebu, aiwore: oinore bai gigadure ba okwaji! Ure tugeragu tugudawu kodoji, ure tugeragu joruji, ure bu ba oiadoda. Ure jorugo tu, dukeje icare ia imedu aregodure, akore Itaregodu, iwo itowarudore iroino. Akore Imorio (Bok. Ec. Cob.) imire iroino. Imorio imire itaregodure.	Icare boecodure pugeje. Barogwa kododure, ocagodyre pugeje. Boe enojagodyre gigi gigi gigi! Ure tuiebu, aiwore: oinore bai gigadure ba okwa ji! Ure tugeragu tugudawy kodo ji, ure tugeragu joru ji, ure bu ba oiadoda. Ure jorugo tu, dykeje icare ia imedy aregodyre, akore: Itaregody, iwo itowarudore iroino. Akore: Imorio (Bok. Ec. Cob.) imire iroino. Imorio imire itaregodyre.		"Anoiteceu de novo. Ao amanhecer, ele assobiou de novo.
Os Bororos responderam Ð Gigi gigi gigi
Ele saiu, observou: tinha muita casa branquejando na beira da aldeia. 
Pegou sua esteira e o fogo e colocou-os no centro da aldeia.
Quando estava avivando o fogo, chegou um outro homem dizendo: - Eu cheguei, eu vim para me esquentar.
E disse: - Sou eu, Imorio77, que cheguei. Eu Imorio, cheguei."	0.803	substantive-or-segmentation	replace: [ocagodure] -> [ocagodyre] | replace: [enojagodure] -> [enojagodyre] | replace: [okwaji!] -> [okwa ji!] | replace: [tugudawu kodoji,] -> [tugudawy kodo ji,] | replace: [joruji,] -> [joru ji,] | replace: [dukeje] -> [dykeje] | replace: [imedu aregodure, akore Itaregodu,] -> [imedy aregodyre, akore: Itaregody,] | replace: [Akore] -> [Akore:]
