id	section	title	speaker	translator	source_number	translation_number	source	reviewed	portuguese	editorial_note
BOR-CORBO-BOE-08-018	8	BOE ETUO OKITUWAI TONAREGEDU JITU	José Carlos Meriri Ekureu	Félix Rondon Adugoenau	18	18	Mare akaora kurodu modukare, amearudu modukare, aeruduwamodukare.		Na sua cabeça ficando dura, não irás compreender, não irás aprender.	
BOR-CORBO-BOE-08-019	8	BOE ETUO OKITUWAI TONAREGEDU JITU	José Carlos Meriri Ekureu	Félix Rondon Adugoenau	19	19	Boe nure aki. Boe aki reo. Awuge rema barae reo”.		Tu és bororo. Bororo és. Agora esses são brancos.	
BOR-CORBO-BOE-08-020	8	BOE ETUO OKITUWAI TONAREGEDU JITU	José Carlos Meriri Ekureu	Félix Rondon Adugoenau	20	20	Ainore boe egore botugodudogei.		Assim os bororo falam com os adolescentes:	
BOR-CORBO-BOE-08-021	8	BOE ETUO OKITUWAI TONAREGEDU JITU	José Carlos Meriri Ekureu	Félix Rondon Adugoenau	21	21	“Jewu rema, jewu pegare. Jewu kugu rice, rie rice.		“Aquele lá, aquele é mau. Aquele lá é kugu (corujão, animal que amedronta, bicho papão), eis o lobo.	
BOR-CORBO-BOE-08-022	8	BOE ETUO OKITUWAI TONAREGEDU JITU	José Carlos Meriri Ekureu	Félix Rondon Adugoenau	22	22	Iiui, atu kaba toro, nowu rugodumode ai.		Iiuui! Não vá lá, esse vai brigar com você.	
BOR-CORBO-BOE-08-023	8	BOE ETUO OKITUWAI TONAREGEDU JITU	José Carlos Meriri Ekureu	Félix Rondon Adugoenau	23	23	Kode boe tugu aiagi jii, jii, jii, ba aregodu tabo, meri rekodu tabo.		Por isso coloca coisa dentro de você (o dedo, raminho jorubo, na garganta para provocar vômito) indo, indo, indo, ao nascer do sol, ao pôr-do-sol.	
BOR-CORBO-BOE-08-024	8	BOE ETUO OKITUWAI TONAREGEDU JITU	José Carlos Meriri Ekureu	Félix Rondon Adugoenau	24	24	Awarigoduwo ai.		Para te colocares leve.	
BOR-CORBO-BOE-08-025	8	BOE ETUO OKITUWAI TONAREGEDU JITU	José Carlos Meriri Ekureu	Félix Rondon Adugoenau	25	25	Awo kugu bito, awo rie bito, awo adugo bito. Awo ro pega, ako pegareu bito, emawo ukare awido.		Para matares corujão, para matares lobo, para matares jaguar. O maldoso, aquele que tem más ações, matares para eles não te matarem.	
BOR-CORBO-BOE-08-026	8	BOE ETUO OKITUWAI TONAREGEDU JITU	José Carlos Meriri Ekureu	Félix Rondon Adugoenau	26	26	Aragawo, aduruwo, boere aki kodi. Boe amaragodae reo.		Para seres forte, teres força, porque és bororo. Esses são os teus trabalhos de bororo.	
BOR-CORBO-BOE-08-027	8	BOE ETUO OKITUWAI TONAREGEDU JITU	José Carlos Meriri Ekureu	Félix Rondon Adugoenau	27	27	Barae epadure tumaragodae keje jamedu.		Os brancos ficara em seus trabalhos também.	
BOR-CORBO-BOE-08-028	8	BOE ETUO OKITUWAI TONAREGEDU JITU	José Carlos Meriri Ekureu	Félix Rondon Adugoenau	28	28	Barae enoe bitodure, boe enoe bitodure jamedu.		Os brancos têm o seu jeito de matar, também os bororo têm o seu jeito de matar.	
BOR-CORBO-BOE-08-029	8	BOE ETUO OKITUWAI TONAREGEDU JITU	José Carlos Meriri Ekureu	Félix Rondon Adugoenau	29	29	Mare boe etugore tuginoi, barae etugore tuginoi.		Mas os bororo têm suas armas diferentes. Os brancos têm suas armas diferentes.	
BOR-CORBO-BOE-08-030	8	BOE ETUO OKITUWAI TONAREGEDU JITU	José Carlos Meriri Ekureu	Félix Rondon Adugoenau	30	30	Padugo remawu reo. Atugo reo, awaiga reo, awuge reo.		Essas são as nossas armas originais. Eis a tua flecha, eis o teu arco, eis a tua rede.	
BOR-CORBO-BOE-08-031	8	BOE ETUO OKITUWAI TONAREGEDU JITU	José Carlos Meriri Ekureu	Félix Rondon Adugoenau	31	31	Awu rema baraedu utugo reo, uwuge reo, rore.		Agora esse é a flecha (arma) do branco, é a rede (arma) dele, ele faz.	
BOR-CORBO-BOE-08-032	8	BOE ETUO OKITUWAI TONAREGEDU JITU	José Carlos Meriri Ekureu	Félix Rondon Adugoenau	32	32	Akado awu boe ero, arodo ji jao.		Observe as ações dos bororo para praticares por primeiro.	
BOR-CORBO-BOE-08-033	8	BOE ETUO OKITUWAI TONAREGEDU JITU	José Carlos Meriri Ekureu	Félix Rondon Adugoenau	33	33	Du keje akaiwomode barae eroji pugeje.		Depois é que você deve observar as ações dos brancos novamente.	
BOR-CORBO-BOE-08-034	8	BOE ETUO OKITUWAI TONAREGEDU JITU	José Carlos Meriri Ekureu	Félix Rondon Adugoenau	34	34	Ainore awu maiwu bakarure, oino maiwu ure.		Assim que é esse novo, esse que se ensina contemporaneamente. Deste modo ele é isso.	
